Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
04/03/2021,29.5173,16.6902,23.8304,24.295,31.5063,37.4454,28.6328,41.6144,34.7727,41.0791,26.5457,31.8672,50.0121,51.166,50.8292,53.6144,44.8066,68.9182,55.8652,70.0828
05/03/2021,10.1625,16.4356,29.2172,24.3421,35.9232,26.7817,32.1144,37.6069,25.012,31.7179,34.8814,49.5449,43.163,50.5374,42.5976,43.4656,44.3463,63.8345,54.5438,47.7408
06/03/2021,17.2183,48.9137,13.8054,22.6229,30.4489,35.2869,20.2971,20.6538,28.5159,49.5736,42.5908,27.1693,32.6267,48.6241,46.095,40.1178,52.1218,76.8194,65.8845,58.4375
07/03/2021,10,27.9261,10,21.0557,36.7007,44.4041,19.5296,35.4559,27.7334,36.9876,22.8838,43.7822,37.6287,34.0217,27.6517,23.7974,41.6274,31.4161,46.1066,50.7737
08/03/2021,10,31.6835,28.8184,21.9893,12.2871,21.3265,29.5609,52.4568,33.4229,28.9153,43.0106,42.2539,32.8542,62.546,35.2287,57.3377,41.2719,36.1259,45.2431,58.9915
09/03/2021,10,20.0505,24.18,23.554,30.6347,30.2304,10.6476,26.3154,43.1752,45.524,36.2472,33.2711,52.2069,44.2232,44.416,33.7945,56.6904,45.083,47.5029,72.2988
10/03/2021,23.0202,20.6123,10,28.6226,35.834,18.5133,15.6435,31.7774,21.2055,41.3992,44.3363,37.8184,39.0884,38.4074,52.6244,35.2728,54.8089,43.2001,62.9085,53.479
11/03/2021,10,40.1023,17.2214,10,21.065,36.4286,23.0176,35.7665,23.5543,20.7881,30.8478,38.7823,37.4532,46.7687,21.178,55.1343,39.702,48.4969,24.1618,54.8663
12/03/2021,10,17.2596,31.2529,27.4636,26.2454,38.2475,38.1336,35.3723,29.5576,39.6442,32.1833,29.7264,44.3086,51.3909,38.9612,50.8246,36.0311,68.9175,43.9127,64.5364
13/03/2021,12.117,25.1075,36.0714,27.9837,39.8563,17.9948,34.7433,22.9369,27.6394,40.2507,35.1179,21.4594,51.4424,46.817,38.6888,33.2504,48.3599,37.9944,44.0447,40.0169
14/03/2021,20.4682,10,27.6643,26.7714,14.5906,17.0127,20.4577,44.5949,31.9772,41.5147,43.0923,27.0095,46.1264,55.1608,47.2267,43.7684,22.0464,48.3492,42.0997,45.7152
15/03/2021,10,21.7182,21.6987,29.2604,10,32.9111,35.9446,30.7793,36.1384,28.0288,55.2436,38.4531,35.0284,28.1313,25.8544,49.2269,41.6582,37.5615,60.3299,61.1793
16/03/2021,20.678,17.1669,32.6493,29.501,23.8334,45.1523,23.5011,34.7376,39.3919,39.4829,10.553,23.453,41.8144,41.1538,39.4136,41.3721,46.801,43.1465,54.8161,60.5536
17/03/2021,16.8499,10.2957,12.3074,26.5728,17.2139,10,25.0313,20.9983,23.9764,39.332,18.3949,24.7501,33.2948,39.6365,43.8067,45.2858,47.4484,44.4524,45.8448,53.6841
18/03/2021,19.8974,43.8665,14.8614,10,42.4163,25.7508,34.6141,28.4877,21.5265,23.9303,28.6367,54.6592,37.31,42.4888,29.75,42.2152,42.0049,32.5573,51.3132,63.4128
19/03/2021,20.3312,29.9843,10,34.9029,28.0818,18.8911,30.8051,39.4297,24.5723,53.4707,33.7038,36.517,39.3037,40.3067,55.646,35.7585,38.3187,45.7105,49.7986,42.4125
20/03/2021,10,34.5399,10,10,36.2783,34.286,23.2634,45.1583,22.1134,33.3719,20.5347,42.2782,40.2307,30.2214,60.285,46.3594,46.1071,48.8424,65.2948,57.5921
21/03/2021,19.3368,20.9689,10,26.6958,24.8768,29.604,25.7715,23.5433,34.1924,33.2578,53.4523,21.1899,43.6239,32.5667,33.8542,42.206,37.2864,31.187,44.3403,60.3853
22/03/2021,12.7385,14.4074,15.0654,18.418,21.3958,25.0459,16.4544,28.3103,33.4645,45.8634,21.332,46.0456,31.0954,36.6533,40.9137,37.3136,55.8656,47.5816,40.1632,59.8973
23/03/2021,18.2133,27.3342,22.4483,34.5779,15.8797,43.5335,28.5615,21.1306,19.2419,13.0353,41.473,26.1953,56.3119,50.7837,44.5082,57.2737,36.2017,58.2088,31.9405,53.3392
24/03/2021,10,25.1656,13.5986,29.5829,37.3311,23.0062,32.3078,28.6115,35.7416,32.1801,30.6924,23.8235,37.9606,37.5492,60.0762,42.7951,34.2187,54.3046,44.7936,72.5262
25/03/2021,24.2228,23.1649,16.2516,16.0567,28.4236,29.9459,30.5488,10,29.1923,49.8444,63.1459,46.6537,40.9541,37.5534,51.1089,50.0433,43.4463,37.3655,50.2814,51.5452
26/03/2021,16.8289,45.6479,30.1416,10.4335,36.391,21.9109,10,22.9887,23.9376,34.3113,25.9495,20.9751,47.7113,47.0707,63.2221,39.0541,38.5181,49.4376,49.4452,34.8494
27/03/2021,19.2722,10,13.5949,21.4808,10,10,22.2779,45.5096,18.2564,39.6219,40.4605,24.6476,34.8483,46.4437,52.81,40.5913,44.7254,32.9864,60.3294,31.9072
28/03/2021,10,20.8264,26.55,29.5583,22.2579,18.172,18.7157,33.0458,33.4001,29.8059,14.8657,24.9591,51.3906,27.4669,28.4688,52.3293,38.0531,65.8746,31.8649,32.2426
29/03/2021,10,30.1103,34.8212,35.0895,36.4091,40.9997,37.0674,36.9476,21.0495,26.176,21.2875,34.5056,38.4787,42.131,45.1364,31.8743,59.1508,48.0768,50.9042,65.1616
30/03/2021,21.9865,15.7748,14.2037,28.9173,33.1792,26.4658,13.7,32.4908,14.635,29.2262,14.8911,30.4549,42.493,34.6807,52.6478,47.8087,29.0698,25.7704,42.1789,58.545
31/03/2021,10,19.9607,12.3487,28.6731,11.2535,23.8371,47.2073,38.5435,18.8885,29.5881,50.0579,56.4941,41.4301,51.6065,46.3275,43.7148,51.7123,52.8475,59.6232,58.0567
01/04/2021,10,10,13.4381,10,14.0145,21.2725,22.7529,18.2182,35.9724,48.321,32.9156,35.6483,48.5917,30.1347,37.2704,39.9476,39.8793,50.1055,76.6822,54.0509
02/04/2021,10,19.3148,31.7358,18.6043,10,21.3231,15.8726,21.6659,46.4866,26.1888,43.191,33.9912,40.9882,18.2737,51.9597,48.9998,47.1899,36.2276,54.5238,61.5552
03/04/2021,13.5843,25.0205,10,28.5665,10,23.5453,23.3741,25.7158,25.709,42.0587,41.1237,42.9973,52.2848,42.2016,53.1986,57.3543,54.8471,52.5774,48.3181,33.8148
04/04/2021,10,13.7912,31.7008,10,27.4524,14.1358,37.8368,19.4104,41.8167,42.791,36.6832,51.1329,37.0318,51.1178,54.7394,49.8505,48.3557,44.8166,49.5001,42.6824
05/04/2021,17.2384,19.5549,33.5091,10,39.1924,31.5872,27.499,32.8247,45.3601,36.2148,33.0915,29.617,43.0856,25.412,31.4206,47.434,36.9534,44.3078,54.1143,39.8858
06/04/2021,24.8266,10,22.3645,14.8016,31.6137,35.8121,23.8522,25.0034,35.0547,34.7191,34.0579,19.1822,42.454,45.0514,27.3292,37.5617,52.1342,46.4823,63.375,42.0733
07/04/2021,16.4203,27.6481,18.2463,13.3855,34.103,37.2697,30.5411,34.8692,18.2875,25.5882,47.3483,22.572,42.2133,64.9214,22.4742,31.9977,41.122,41.9121,36.4274,70.5325
08/04/2021,10,10,18.3524,23.2958,21.7214,30.6307,10,36.0618,28.2386,25.3251,27.1688,46.8647,44.2327,52.5367,41.4097,52.9419,47.4161,42.2356,29.9907,56.3361
09/04/2021,22.4116,19.4359,36.3198,10,30.3432,15.675,30.3784,13.4063,20.3618,33.3539,59.4793,43.2933,53.1752,50.7017,49.5333,48.7489,38.7802,42.2522,51.3379,39.0213
10/04/2021,12.8235,16.7543,22.8826,17.9082,54.682,10,40.3869,30.9985,17.0568,35.3638,33.0346,27.6888,20.7284,27.1393,49.4624,43.6076,41.2765,46.3776,38.1735,54.416
11/04/2021,22.9144,14.6409,29.7791,35.9981,40.0924,18.7614,18.137,19.1754,38.2956,27.4299,37.2136,57.2943,27.3345,23.9109,51.8555,30.1058,50.0647,44.4505,46.5455,43.8238
12/04/2021,15.5933,30.9976,24.4675,18.0226,31.1501,16.8091,14.4459,32.1586,48.0589,42.5932,47.3732,57.741,39.83,47.5715,36.5648,41.417,28.8282,42.1087,40.8544,46.1985
13/04/2021,14.4165,24.0114,42.3944,31.2185,31.1703,20.4746,39.5183,20.1477,42.0509,25.5513,47.6667,41.8307,54.1842,49.5089,44.0391,53.8425,63.9098,64.8366,77.3556,51.0586
14/04/2021,10,17.5592,19.5508,10,23.2908,13.7917,20.9755,34.9514,50.6334,41.1965,31.7749,48.4615,38.0856,66.647,57.6636,54.4444,34.119,66.7462,40.8671,41.7135
15/04/2021,10,25.7335,10,18.1276,11.7752,25.0881,34.2747,32.1789,31.3763,22.9043,44.0941,47.0802,48.1779,41.3066,45.3985,35.7774,49.0951,45.6725,34.201,43.8996
16/04/2021,23.3872,21.0875,34.0429,12.5401,17.0115,12.9014,42.6101,29.4709,26.0968,41.8595,47.9966,24.5377,40.9976,48.0803,47.2501,53.2107,35.5072,33.4697,58.0216,33.1701
17/04/2021,13.8871,26.8733,28.4755,23.3123,29.9447,13.852,28.6071,39.4709,29.2267,36.4917,27.9919,26.6178,55.532,44.3835,45.2125,31.5803,45.2061,51.8093,47.7277,52.2482
18/04/2021,10,12.8636,10,10,31.719,13.8088,45.7674,24.2083,36.3004,32.6939,49.4971,34.2583,23.6614,55.9605,54.8206,38.1736,51.9188,57.9889,69.7371,63.8848
19/04/2021,29.7063,10,21.8935,16.0728,20.0582,17.7762,26.7623,44.0329,40.2288,20.1901,33.3081,35.7481,46.8055,40.9569,42.1,29.6825,44.361,45.9601,51.3169,62.2281
20/04/2021,28.0117,10,12.4383,12.2393,10,20.8607,38.7192,35.4931,43.4774,26.1663,14.5364,29.5664,40.7147,56.0801,43.3441,44.6064,63.3397,42.0696,24.3685,46.0629
21/04/2021,10,14.8536,22.5406,29.7465,13.5768,37.6713,29.9548,10,29.9423,47.8221,33.6814,64.0422,47.8608,50.3246,48.9295,41.2375,36.264,33.7054,64.456,49.8501
22/04/2021,21.9617,10,24.8985,15.935,10,18.9001,16.8828,18.9892,13.8144,61.1318,28.6941,36.7029,29.8694,54.4236,43.3614,41.4671,41.3781,44.8162,67.0093,58.0035
23/04/2021,20.5403,10,36.5663,16.7128,28.5401,25.2214,31.7875,46.6022,32.8048,31.8605,24.926,20.8425,27.4002,27.3621,40.595,30.0688,43.9983,43.8061,26.4588,37.2977
24/04/2021,10,21.8876,18.7284,42.3198,12.4039,18.8864,16.7701,22.9379,38.9701,43.9554,32.9682,30.7051,50.4681,46.0966,40.8638,41.4825,27.7324,56.5956,48.9799,58.2579
25/04/2021,10,19.468,20.2034,32.724,23.3817,16.6311,19.9368,11.2995,35.867,40.4524,40.8125,25.1022,39.8837,45.9465,41.7741,36.0713,44.1127,49.061,58.8215,57.4451
26/04/2021,27.991,10,21.6158,14.3172,10,10.1067,41.5169,27.0275,17.4128,41.622,26.5527,22.4198,30.2464,46.8899,35.5222,57.7135,60.9543,56.583,48.5688,45.0024
27/04/2021,12.8212,33.7095,21.9959,15.3194,16.1233,28.6263,38.8328,39.4678,28.8466,22.4276,49.7757,29.0673,32.375,43.1437,44.2295,46.9421,49.2141,39.9075,45.9617,50.3933
28/04/2021,18.707,18.4811,13.8287,13.7177,35.6917,23.2267,36.4368,30.1453,35.7093,17.5429,40.78,27.8591,33.006,39.3212,43.054,48.262,36.1459,55.8593,57.3914,43.1324
29/04/2021,20.0732,19.2023,10,35.6029,10,30.7828,29.7925,19.4955,11.6579,32.032,25.095,40.7656,36.3988,23.7414,37.1245,49.8933,51.4228,38.0525,43.3397,61.8147
30/04/2021,10,10,26.2747,11.6133,23.5112,19.2689,22.9545,33.6934,32.9054,42.9758,51.1301,46.9784,43.649,39.9895,27.1593,36.4946,51.8458,35.8936,48.8335,47.7626
01/05/2021,30.1927,15.1804,35.769,18.2825,30.0867,24.5917,37.3531,35.6463,27.804,34.9547,58.9805,41.6849,22.5331,50.6326,50.5791,25.1185,60.6818,44.6606,49.1509,40.9978
02/05/2021,37.2891,34.1646,24.7299,29.5969,18.3723,17.3821,22.8894,32.664,46.2807,36.5621,22.1261,37.6392,31.1765,30.3379,36.0867,40.7479,43.5277,45.8229,53.7274,40.8781
03/05/2021,10,19.3634,10,23.3834,24.6759,10,27.0525,46.2478,10,33.5509,13.4736,42.5215,41.9072,29.7262,47.1852,36.91,60.2886,47.5561,49.9356,42.8993
04/05/2021,14.9553,20.9659,10,35.1864,22.7568,16.7169,14.2642,28.1976,47.7175,24.8296,35.3103,20.2455,37.2459,28.3886,56.4334,39.6995,47.5503,42.4583,43.7631,44.8728
05/05/2021,10,18.8723,27.5097,10,32.0946,21.9441,35.2437,35.4442,19.0745,31.3013,50.9727,53.3887,39.4012,44.9532,35.4863,35.3306,39.7307,40.0199,33.523,52.9213
06/05/2021,19.5463,11.9283,12.5645,49.7105,35.2697,33.7077,34.0725,55.6958,31.5905,32.8378,52.9651,25.9039,41.1095,50.4368,35.597,29.1906,45.2488,39.7655,51.2006,41.546
07/05/2021,27.939,35.367,10,18.9998,23.9274,33.688,15.471,32.9604,40.5614,27.7252,34.4889,53.9419,45.6997,33.8799,51.2205,49.1663,46.1954,61.6097,47.8528,58.1558
08/05/2021,10,23.8027,13.6722,10,26.7591,25.9587,28.9576,27.0736,21.2074,31.5341,46.9434,56.4375,36.0276,44.0678,48.0227,57.9518,33.4196,63.247,39.0246,48.9281
09/05/2021,10,10,18.7027,14.673,28.2181,36.6076,28.5923,20.5064,34.4311,40.2558,26.3686,21.3422,33.1657,43.0797,40.7535,52.6863,40.3872,47.6777,49.0045,57.1557
10/05/2021,21.559,25.2977,22.624,31.0181,22.4949,10,10,45.8374,28.7946,45.9328,22.2665,28.4967,40.937,65.8512,30.5876,41.871,42.0495,61.6594,43.5949,42.1195
11/05/2021,10,10,12.3183,13.5084,15.6811,31.699,15.0152,27.2915,30.0235,48.2042,39.0835,29.0061,40.0677,47.1718,43.1908,31.3986,56.6191,40.8734,66.624,59.6913
12/05/2021,35.9,23.9002,27.5404,17.6482,14.5454,26.0858,14.8037,12.4968,21.6931,23.9415,34.8405,32.5168,49.4655,29.7756,37.1266,36.2618,51.5211,46.1214,39.0452,53.0164
13/05/2021,27.2064,10,15.7123,28.9876,35.0773,20.7161,35.1085,31.8672,22.4352,39.3488,20.5601,46.5714,33.4767,50.3743,40.0513,44.4485,59.2113,53.6707,48.5775,54.59
14/05/2021,30.6256,10,42.5566,15.0146,17.0791,15.9162,37.789,35.5256,26.6183,24.4511,24.3691,30.6748,39.9394,23.8943,36.1485,38.6551,33.408,65.6157,43.6468,43.2582
15/05/2021,11.881,10,19.5877,16.9688,36.6779,39.8009,26.9275,13.9551,42.0213,17.4699,43.3944,24.9586,41.8953,33.4479,42.4518,28.9612,41.1902,36.1261,54.0115,65.9124
16/05/2021,28.9817,10,36.1601,35.0884,41.6197,21.6326,31.275,26.1427,46.0587,26.5561,23.5124,36.1866,35.6624,41.6032,54.123,68.4984,48.4739,31.9611,52.6638,25.9174
